ts,Ether_dst,Ether_src,IP_src,IP_dst,pck_size,Ether_type,LLC_dsap,LLC_ssap,LLC_ctrl,EAPOL_version,EAPOL_type,EAPOL_len,IP_version,IP_ihl,IP_tos,IP_len,IP_flags,IP_Z,IP_MF,IP_id,IP_chksum,IP_DF,IP_frag,IP_ttl,IP_proto,IP_options,ICMP_type,ICMP_code,ICMP_chksum,ICMP_id,ICMP_seq,ICMP_ts_ori,ICMP_ts_rx,ICMP_ts_tx,ICMP_ptr,ICMP_reserved,ICMP_length,ICMP_nexthopmtu,ICMP_unused,TCP_seq,TCP_ack,TCP_dataofs,TCP_reserved,TCP_flags,TCP_FIN,TCP_SYN,TCP_RST,TCP_PSH,TCP_ACK,TCP_URG,TCP_ECE,TCP_CWR,TCP_window,TCP_chksum,TCP_urgptr,TCP_options,UDP_len,UDP_chksum,DHCP_options,BOOTP_op,BOOTP_htype,BOOTP_hlen,BOOTP_hops,BOOTP_xid,BOOTP_secs,BOOTP_flags,BOOTP_sname,BOOTP_file,BOOTP_options,DNS_length,DNS_id,DNS_qr,DNS_opcode,DNS_aa,DNS_tc,DNS_rd,DNS_ra,DNS_z,DNS_ad,DNS_cd,DNS_rcode,DNS_qdcount,DNS_ancount,DNS_nscount,DNS_arcount,sport_class,dport_class,sport23,dport23,sport_bare,dport_bare,TCP_sport,TCP_dport,UDP_sport,UDP_dport,payload_bytes,entropy,WS_src,WS_dst,Protocol,dst_IP_diversity,dst_port_diversity,src_IP_diversity,IP_add_count,Label
1559705626.524121,a8:2b:b9:d6:5d:9c,88:36:6c:d7:1c:56,172.217.31.168,192.168.0.23,52,2048,0,0,0,0,0,0,4,5,0,52,2,0,0,48774,64252,0,0,116,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539599701,2445469010,8,0,4,0,0,0,0,1,0,0,0,249,60711,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,443,2,443,36174,443,36174,0,0,0,0.0,172.217.31.168,192.168.0.23,4.0,1,1,2,1,Benign
1559705626.603535,88:36:6c:d7:1c:56,a8:2b:b9:d6:5d:9c,192.168.0.23,172.217.31.168,52,2048,0,0,0,0,0,0,4,5,0,52,3,0,0,27118,17301,1,0,64,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445469010,2539600122,8,0,4,0,0,0,0,1,0,0,0,702,59689,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,2,443,36174,443,36174,443,0,0,0,0.0,192.168.0.23,172.217.31.168,4.0,2,2,1,2,Benign
1559705627.673703,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.25.238,192.168.0.14,66,2048,0,0,0,0,0,0,4,5,0,66,3,0,0,0,48685,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,62664,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,54452,0,0,443,54452,38,5.090032776601483,172.217.25.238,192.168.0.14,12.0,1,1,1,2,Benign
1559705627.673831,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.25.238,192.168.0.14,46,2048,0,0,0,0,0,0,4,5,0,46,3,0,0,0,48705,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,55975,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,54452,0,0,443,54452,18,4.169925001442313,172.217.25.238,192.168.0.14,12.0,1,1,1,2,Benign
1559705627.962866,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.25.238,192.168.0.14,48,2048,0,0,0,0,0,0,4,5,0,48,3,0,0,0,48703,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,49636,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,54452,0,0,443,54452,20,4.221928094887362,172.217.25.238,192.168.0.14,12.0,1,1,1,2,Benign
1559705628.141404,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.25.238,192.168.0.14,216,2048,0,0,0,0,0,0,4,5,0,216,3,0,0,0,48535,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,196,8219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,54452,0,0,443,54452,188,6.941374955320493,172.217.25.238,192.168.0.14,12.0,1,1,1,2,Benign
1559705628.141492,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.25.238,192.168.0.14,64,2048,0,0,0,0,0,0,4,5,0,64,3,0,0,0,48687,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,45739,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,54452,0,0,443,54452,36,5.114369445886754,172.217.25.238,192.168.0.14,12.0,1,1,1,2,Benign
1559705628.26786,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.161.78,192.168.0.14,58,2048,0,0,0,0,0,0,4,5,0,58,3,0,0,0,14037,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,5696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,63440,0,0,443,63440,30,4.61506101220307,172.217.161.78,192.168.0.14,12.0,1,1,2,2,Benign
1559705628.276422,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.161.78,192.168.0.14,1378,2048,0,0,0,0,0,0,4,5,0,1378,3,0,0,0,12717,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1358,20868,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,63440,0,0,443,63440,1350,7.86415132114546,172.217.161.78,192.168.0.14,12.0,1,1,2,2,Benign
1559705628.276508,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.161.78,192.168.0.14,59,2048,0,0,0,0,0,0,4,5,0,59,3,0,0,0,14036,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,43755,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,63440,0,0,443,63440,31,4.889680181354619,172.217.161.78,192.168.0.14,12.0,1,1,2,2,Benign
1559705628.287989,a8:2b:b9:d6:5d:9c,88:36:6c:d7:1c:56,161.69.29.185,192.168.0.23,52,2048,0,0,0,0,0,0,4,5,0,52,3,0,0,49959,19422,1,0,236,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366644419,979967931,8,0,7,1,0,0,0,1,0,0,0,6182,55219,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,55850,443,55850,0,0,0,0.0,161.69.29.185,192.168.0.23,4.0,1,1,3,2,Benign
1559705628.302062,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.161.78,192.168.0.14,48,2048,0,0,0,0,0,0,4,5,0,48,3,0,0,0,14047,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,18717,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,63440,0,0,443,63440,20,4.321928094887363,172.217.161.78,192.168.0.14,12.0,1,1,2,2,Benign
1559705628.311582,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.161.78,192.168.0.14,371,2048,0,0,0,0,0,0,4,5,0,371,3,0,0,0,13724,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,351,35990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,63440,0,0,443,63440,343,7.36159768455558,172.217.161.78,192.168.0.14,12.0,1,1,2,2,Benign
1559705628.311807,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.161.78,192.168.0.14,44,2048,0,0,0,0,0,0,4,5,0,44,3,0,0,0,14051,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,7338,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,63440,0,0,443,63440,16,4.0,172.217.161.78,192.168.0.14,12.0,1,1,2,2,Benign
1559705628.33836,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.161.78,192.168.0.14,48,2048,0,0,0,0,0,0,4,5,0,48,3,0,0,0,14047,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,51445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,63440,0,0,443,63440,20,4.121928094887362,172.217.161.78,192.168.0.14,12.0,1,1,2,2,Benign
1559705628.37955,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.161.78,192.168.0.14,58,2048,0,0,0,0,0,0,4,5,0,58,3,0,0,0,14037,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,1918,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,53512,0,0,443,53512,30,4.548394345536404,172.217.161.78,192.168.0.14,12.0,1,2,2,2,Benign
1559705628.389676,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.161.78,192.168.0.14,59,2048,0,0,0,0,0,0,4,5,0,59,3,0,0,0,14036,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,40475,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,53512,0,0,443,53512,31,4.889680181354619,172.217.161.78,192.168.0.14,12.0,1,2,2,2,Benign
1559705628.390205,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.161.78,192.168.0.14,1378,2048,0,0,0,0,0,0,4,5,0,1378,3,0,0,0,12717,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1358,64513,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,53512,0,0,443,53512,1350,7.850704874631787,172.217.161.78,192.168.0.14,12.0,1,2,2,2,Benign
1559705628.391488,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.161.78,192.168.0.14,1378,2048,0,0,0,0,0,0,4,5,0,1378,3,0,0,0,12717,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1358,64513,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,53512,0,0,443,53512,1350,7.843030477382691,172.217.161.78,192.168.0.14,12.0,1,2,2,2,Benign
1559705628.428849,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.161.78,192.168.0.14,48,2048,0,0,0,0,0,0,4,5,0,48,3,0,0,0,14047,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,41318,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,53512,0,0,443,53512,20,4.321928094887363,172.217.161.78,192.168.0.14,12.0,1,2,2,2,Benign
1559705628.467631,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.161.78,192.168.0.14,573,2048,0,0,0,0,0,0,4,5,0,573,3,0,0,0,13522,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,553,18722,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,53512,0,0,443,53512,545,7.615039669766097,172.217.161.78,192.168.0.14,12.0,1,2,2,2,Benign
1559705628.468389,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,172.217.161.78,192.168.0.14,288,2048,0,0,0,0,0,0,4,5,0,288,3,0,0,0,13807,1,0,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,268,62917,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,53512,0,0,443,53512,260,7.138319207084483,172.217.161.78,192.168.0.14,12.0,1,2,2,2,Benign
1559705628.482419,88:36:6c:d7:1c:56,a8:2b:b9:d6:5d:9c,192.168.0.23,161.69.29.185,52,2048,0,0,0,0,0,0,4,5,0,52,3,0,0,48222,65191,1,0,64,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979967931,2366644420,8,0,4,0,0,0,0,1,0,0,0,65535,41173,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,443,55850,443,55850,443,0,0,0,0.0,192.168.0.23,161.69.29.185,4.0,3,2,1,3,Benign
1559705628.482535,01:00:5e:00:00:fb,a8:2b:b9:d6:5d:9c,192.168.0.23,224.0.0.251,105,2048,0,0,0,0,0,0,4,5,0,105,3,0,0,5972,49780,1,0,255,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85,48108,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,9,2,2,5353,5353,0,0,5353,5353,77,4.541189835675292,192.168.0.23,224.0.0.251,7.0,4,3,1,4,Benign
1559705628.482846,a8:66:7f:0e:3f:54,a8:2b:b9:d6:5d:9c,192.168.0.23,224.0.0.251,105,2048,0,0,0,0,0,0,4,5,0,105,3,0,0,5972,49780,1,0,255,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85,48108,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,9,2,2,5353,5353,0,0,5353,5353,77,4.541189835675292,192.168.0.23,224.0.0.251,7.0,4,3,1,4,Benign
1559705628.596721,04:32:f4:45:17:b3,a8:2b:b9:d6:5d:9c,192.168.0.23,224.0.0.251,105,2048,0,0,0,0,0,0,4,5,0,105,3,0,0,5972,49780,1,0,255,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85,48108,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,9,2,2,5353,5353,0,0,5353,5353,77,4.541189835675292,192.168.0.23,224.0.0.251,7.0,4,3,1,4,Benign
1559705628.596801,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,223.39.118.176,192.168.0.24,77,2048,0,0,0,0,0,0,4,5,0,77,3,0,0,5795,24431,1,0,238,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3832553803,1474134149,5,0,5,0,0,0,1,1,0,0,0,32389,1465,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,54515,443,54515,0,0,37,5.1553993115749,223.39.118.176,192.168.0.24,14.0,1,1,1,3,Benign
1559705628.596874,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,223.39.118.176,192.168.0.24,40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,5796,24467,1,0,238,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3832553840,1474134149,5,0,7,1,0,0,0,1,0,0,0,32389,26051,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,54515,443,54515,0,0,0,0.0,223.39.118.176,192.168.0.24,4.0,1,1,1,3,Benign
1559705628.597276,04:32:f4:45:17:b3,a8:2b:b9:d6:5d:9c,192.168.0.23,224.0.0.251,105,2048,0,0,0,0,0,0,4,5,0,105,3,0,0,5972,49780,1,0,255,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85,48108,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,9,2,2,5353,5353,0,0,5353,5353,77,4.541189835675292,192.168.0.23,224.0.0.251,7.0,4,3,1,4,Benign
1559705628.59735,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,223.39.118.176,192.168.0.24,77,2048,0,0,0,0,0,0,4,5,0,77,3,0,0,5795,24431,1,0,238,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3832553803,1474134149,5,0,5,0,0,0,1,1,0,0,0,32389,1465,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,54515,443,54515,0,0,37,5.1553993115749,223.39.118.176,192.168.0.24,4.0,1,1,1,3,Benign
1559705628.597423,04:32:f4:45:17:b3,88:36:6c:d7:1c:56,223.39.118.176,192.168.0.24,40,2048,0,0,0,0,0,0,4,5,0,40,3,0,0,5796,24467,1,0,238,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3832553840,1474134149,5,0,7,1,0,0,0,1,0,0,0,32389,26051,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,54515,443,54515,0,0,0,0.0,223.39.118.176,192.168.0.24,4.0,1,1,1,3,Benign
