ts,Ether_dst,Ether_src,IP_src,IP_dst,pck_size,Ether_type,LLC_dsap,LLC_ssap,LLC_ctrl,EAPOL_version,EAPOL_type,EAPOL_len,IP_version,IP_ihl,IP_tos,IP_len,IP_flags,IP_Z,IP_MF,IP_id,IP_chksum,IP_DF,IP_frag,IP_ttl,IP_proto,IP_options,ICMP_type,ICMP_code,ICMP_chksum,ICMP_id,ICMP_seq,ICMP_ts_ori,ICMP_ts_rx,ICMP_ts_tx,ICMP_ptr,ICMP_reserved,ICMP_length,ICMP_nexthopmtu,ICMP_unused,TCP_seq,TCP_ack,TCP_dataofs,TCP_reserved,TCP_flags,TCP_FIN,TCP_SYN,TCP_RST,TCP_PSH,TCP_ACK,TCP_URG,TCP_ECE,TCP_CWR,TCP_window,TCP_chksum,TCP_urgptr,TCP_options,UDP_len,UDP_chksum,DHCP_options,BOOTP_op,BOOTP_htype,BOOTP_hlen,BOOTP_hops,BOOTP_xid,BOOTP_secs,BOOTP_flags,BOOTP_sname,BOOTP_file,BOOTP_options,DNS_length,DNS_id,DNS_qr,DNS_opcode,DNS_aa,DNS_tc,DNS_rd,DNS_ra,DNS_z,DNS_ad,DNS_cd,DNS_rcode,DNS_qdcount,DNS_ancount,DNS_nscount,DNS_arcount,sport_class,dport_class,sport23,dport23,sport_bare,dport_bare,TCP_sport,TCP_dport,UDP_sport,UDP_dport,payload_bytes,entropy,WS_src,WS_dst,Protocol,dst_IP_diversity,dst_port_diversity,src_IP_diversity,IP_add_count,Label
1559706207.670952,04:32:f4:45:17:b3,a8:66:7f:0e:3f:54,192.168.0.14,224.0.0.251,479,2048,0,0,0,0,0,0,4,5,0,479,2,0,0,46394,25377,0,0,255,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,459,5163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,1,9,9,2,2,5353,5353,0,0,5353,5353,451,4.9987645896517465,192.168.0.14,224.0.0.251,7.0,1,1,1,2,Benign
1559706207.671076,04:32:f4:45:17:b3,a8:66:7f:0e:3f:54,0,0,459,34525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,459,36042,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,1,9,9,2,2,5353,5353,0,0,5353,5353,451,4.9987645896517465,fe80::10cc:207d:e8e8:1062,ff02::fb,7.0,1,1,1,2,Benign
1559706207.673479,04:32:f4:45:17:b3,a8:66:7f:0e:3f:54,192.168.0.14,224.0.0.251,479,2048,0,0,0,0,0,0,4,5,0,479,2,0,0,46394,25377,0,0,255,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,459,5163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,1,9,9,2,2,5353,5353,0,0,5353,5353,451,4.9987645896517465,192.168.0.14,224.0.0.251,7.0,1,1,1,2,Benign
1559706207.673601,04:32:f4:45:17:b3,a8:66:7f:0e:3f:54,0,0,459,34525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,459,36042,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,1,9,9,2,2,5353,5353,0,0,5353,5353,451,4.9987645896517465,fe80::10cc:207d:e8e8:1062,ff02::fb,7.0,1,1,1,2,Benign
1559706207.676103,04:32:f4:45:17:b3,a8:66:7f:0e:3f:54,192.168.0.14,224.0.0.251,479,2048,0,0,0,0,0,0,4,5,0,479,2,0,0,46394,25377,0,0,255,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,459,5163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,1,9,9,2,2,5353,5353,0,0,5353,5353,451,4.9987645896517465,192.168.0.14,224.0.0.251,7.0,1,1,1,2,Benign
1559706207.676221,04:32:f4:45:17:b3,a8:66:7f:0e:3f:54,0,0,459,34525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,459,36042,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,1,9,9,2,2,5353,5353,0,0,5353,5353,451,4.9987645896517465,fe80::10cc:207d:e8e8:1062,ff02::fb,7.0,1,1,1,2,Benign
1559706208.511078,88:36:6c:d7:1c:56,bc:1c:81:4b:ae:ba,0,0,0,2054,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,Sichuani_4b:ae:ba,EFMNetwo_d7:1c:56,128.0,1,2,1,2,Benign
1559706208.511624,bc:1c:81:4b:ae:ba,88:36:6c:d7:1c:56,0,0,0,2054,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,EFMNetwo_d7:1c:56,Sichuani_4b:ae:ba,128.0,1,2,1,3,Benign
1559706210.02257,a8:66:7f:0e:3f:54,88:36:6c:d7:1c:56,0,0,0,2054,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,EFMNetwo_d7:1c:56,Apple_0e:3f:54,128.0,1,2,1,3,Benign
1559706210.239462,88:36:6c:d7:1c:56,a8:2b:b9:d6:5d:9c,192.168.0.23,163.152.1.1,63,2048,0,0,0,0,0,0,4,5,0,63,3,0,0,18926,35687,1,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,19492,0,0,0,0,0,0,0,1,0,0,0,0,23441,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12,2,2,53,17819,53,0,0,17819,53,35,3.5173322803275213,192.168.0.23,163.152.1.1,3.0,1,1,1,1,Benign
1559706210.241617,a8:2b:b9:d6:5d:9c,88:36:6c:d7:1c:56,163.152.1.1,192.168.0.23,514,2048,0,0,0,0,0,0,4,5,0,514,2,0,0,7794,63776,0,0,60,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,494,38331,0,0,0,0,0,0,0,1,0,0,0,0,23441,1,0,0,0,1,1,0,0,0,0,1,9,4,6,2,12,53,2,53,17819,0,0,53,17819,486,4.995030502133705,163.152.1.1,192.168.0.23,3.0,1,1,1,4,Benign
1559706210.253164,88:36:6c:d7:1c:56,a8:2b:b9:d6:5d:9c,192.168.0.23,54.221.201.38,60,2048,0,0,0,0,0,0,4,5,0,60,3,0,0,83,31142,1,0,64,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988030863,0,10,0,2,0,1,0,0,0,0,0,0,65535,42805,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,443,54630,443,54630,443,0,0,0,0.0,192.168.0.23,54.221.201.38,4.0,2,2,1,2,Benign
1559706210.456311,88:36:6c:d7:1c:56,a8:2b:b9:d6:5d:9c,192.168.0.23,54.221.201.38,52,2048,0,0,0,0,0,0,4,5,0,52,3,0,0,84,31149,1,0,64,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988030864,2955783742,8,0,4,0,0,0,0,1,0,0,0,685,8764,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,3,443,54630,443,54630,443,0,0,0,0.0,192.168.0.23,54.221.201.38,4.0,2,2,1,2,Benign
1559706210.816517,a8:2b:b9:d6:5d:9c,88:36:6c:d7:1c:56,54.221.201.38,192.168.0.23,52,2048,0,0,0,0,0,0,4,5,0,52,3,0,0,42488,14600,1,0,219,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2955783742,1988031079,8,0,4,0,0,0,0,1,0,0,0,119,8998,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,54630,443,54630,0,0,0,0.0,54.221.201.38,192.168.0.23,4.0,1,1,2,4,Benign
1559706210.816594,a8:2b:b9:d6:5d:9c,88:36:6c:d7:1c:56,54.221.201.38,192.168.0.23,1500,2048,0,0,0,0,0,0,4,5,0,1500,3,0,0,42489,13151,1,0,219,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2955783742,1988031079,8,0,4,0,0,0,0,1,0,0,0,119,47169,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,54630,443,54630,0,0,1448,7.2363058741535555,54.221.201.38,192.168.0.23,16.0,1,1,2,4,Benign
1559706210.816731,a8:2b:b9:d6:5d:9c,88:36:6c:d7:1c:56,54.221.201.38,192.168.0.23,1500,2048,0,0,0,0,0,0,4,5,0,1500,3,0,0,42490,13150,1,0,219,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2955785190,1988031079,8,0,4,0,0,0,0,1,0,0,0,119,50243,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,54630,443,54630,0,0,1448,7.369610890593876,54.221.201.38,192.168.0.23,4.0,1,1,2,4,Benign
1559706210.816805,a8:2b:b9:d6:5d:9c,88:36:6c:d7:1c:56,54.221.201.38,192.168.0.23,1252,2048,0,0,0,0,0,0,4,5,0,1252,3,0,0,42491,13397,1,0,219,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2955786638,1988031079,8,0,5,0,0,0,1,1,0,0,0,119,8788,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,54630,443,54630,0,0,1200,7.509053563770224,54.221.201.38,192.168.0.23,4.0,1,1,2,4,Benign
1559706210.816879,a8:2b:b9:d6:5d:9c,88:36:6c:d7:1c:56,54.221.201.38,192.168.0.23,1500,2048,0,0,0,0,0,0,4,5,0,1500,3,0,0,42492,13148,1,0,219,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2955787838,1988031079,8,0,4,0,0,0,0,1,0,0,0,119,51,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,54630,443,54630,0,0,1448,7.434236021594557,54.221.201.38,192.168.0.23,16.0,1,1,2,4,Benign
1559706210.816952,a8:2b:b9:d6:5d:9c,88:36:6c:d7:1c:56,54.221.201.38,192.168.0.23,377,2048,0,0,0,0,0,0,4,5,0,377,3,0,0,42493,14270,1,0,219,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2955789286,1988031079,8,0,5,0,0,0,1,1,0,0,0,119,65304,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,54630,443,54630,0,0,325,7.270673446369965,54.221.201.38,192.168.0.23,16.0,1,1,2,4,Benign
1559706210.817336,a8:2b:b9:d6:5d:9c,88:36:6c:d7:1c:56,54.221.201.38,192.168.0.23,1500,2048,0,0,0,0,0,0,4,5,0,1500,3,0,0,42490,13150,1,0,219,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2955785190,1988031079,8,0,4,0,0,0,0,1,0,0,0,119,50243,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,443,3,443,54630,443,54630,0,0,1448,7.369610890593876,54.221.201.38,192.168.0.23,4.0,1,1,2,4,Benign
