ts,IP_src,IP_dst,pck_size,IP_flags,IP_Z,IP_MF,IP_DF,TCP_dataofs,TCP_FIN,TCP_SYN,TCP_RST,TCP_PSH,TCP_ACK,TCP_URG,TCP_ECE,TCP_CWR,TCP_window,sport_class,sport_bare,dport_bare,TCP_sport,TCP_dport,UDP_sport,UDP_dport,WS_src,WS_dst,Protocol,dst_IP_diversity,dst_port_diversity
1559706207.615002,0,0,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,fe80::10cc:207d:e8e8:1062,ff02::fb,MDNS,1,1
1559706207.615334,192.168.0.14,224.0.0.251,479,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.14,224.0.0.251,MDNS,1,1
1559706207.61541,0,0,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,fe80::10cc:207d:e8e8:1062,ff02::fb,MDNS,1,1
1559706207.616437,192.168.0.14,224.0.0.251,479,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.14,224.0.0.251,MDNS,1,1
1559706207.616558,0,0,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,fe80::10cc:207d:e8e8:1062,ff02::fb,MDNS,1,1
1559706207.617862,192.168.0.14,224.0.0.251,479,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.14,224.0.0.251,MDNS,1,1
1559706207.617982,0,0,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,fe80::10cc:207d:e8e8:1062,ff02::fb,MDNS,1,1
1559706207.668529,192.168.0.14,224.0.0.251,479,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.14,224.0.0.251,MDNS,1,1
1559706207.668682,0,0,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,fe80::10cc:207d:e8e8:1062,ff02::fb,MDNS,1,1
1559706207.669129,192.168.0.14,224.0.0.251,479,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.14,224.0.0.251,MDNS,1,1
1559706207.66921,0,0,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,fe80::10cc:207d:e8e8:1062,ff02::fb,MDNS,1,1
1559706207.670952,192.168.0.14,224.0.0.251,479,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.14,224.0.0.251,MDNS,1,1
1559706207.671076,0,0,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,fe80::10cc:207d:e8e8:1062,ff02::fb,MDNS,1,1
1559706207.673479,192.168.0.14,224.0.0.251,479,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.14,224.0.0.251,MDNS,1,1
1559706207.673601,0,0,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,fe80::10cc:207d:e8e8:1062,ff02::fb,MDNS,1,1
1559706207.676103,192.168.0.14,224.0.0.251,479,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.14,224.0.0.251,MDNS,1,1
1559706207.676221,0,0,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,fe80::10cc:207d:e8e8:1062,ff02::fb,MDNS,1,1
1559706208.511078,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sichuani_4b:ae:ba,EFMNetwo_d7:1c:56,ARP,1,2
1559706208.511624,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,EFMNetwo_d7:1c:56,Sichuani_4b:ae:ba,ARP,1,2
1559706210.02257,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,EFMNetwo_d7:1c:56,Apple_0e:3f:54,ARP,1,2
1559706210.239462,192.168.0.23,163.152.1.1,63,3,0,0,1,0,0,0,0,0,0,0,0,0,0,12,17819,53,0,0,17819,53,192.168.0.23,163.152.1.1,DNS,1,1
1559706210.241617,163.152.1.1,192.168.0.23,514,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,17819,0,0,53,17819,163.152.1.1,192.168.0.23,DNS,1,1
1559706210.253164,192.168.0.23,54.221.201.38,60,3,0,0,1,10,0,1,0,0,0,0,0,0,65535,13,54630,443,54630,443,0,0,192.168.0.23,54.221.201.38,TCP,2,2
1559706210.456311,192.168.0.23,54.221.201.38,52,3,0,0,1,8,0,0,0,0,1,0,0,0,685,13,54630,443,54630,443,0,0,192.168.0.23,54.221.201.38,TCP,2,2
1559706210.816517,54.221.201.38,192.168.0.23,52,3,0,0,1,8,0,0,0,0,1,0,0,0,119,7,443,54630,443,54630,0,0,54.221.201.38,192.168.0.23,TCP,1,1
1559706210.816594,54.221.201.38,192.168.0.23,1500,3,0,0,1,8,0,0,0,0,1,0,0,0,119,7,443,54630,443,54630,0,0,54.221.201.38,192.168.0.23,TLSv1.2,1,1
1559706210.816731,54.221.201.38,192.168.0.23,1500,3,0,0,1,8,0,0,0,0,1,0,0,0,119,7,443,54630,443,54630,0,0,54.221.201.38,192.168.0.23,TCP,1,1
1559706210.816805,54.221.201.38,192.168.0.23,1252,3,0,0,1,8,0,0,0,1,1,0,0,0,119,7,443,54630,443,54630,0,0,54.221.201.38,192.168.0.23,TCP,1,1
1559706210.816879,54.221.201.38,192.168.0.23,1500,3,0,0,1,8,0,0,0,0,1,0,0,0,119,7,443,54630,443,54630,0,0,54.221.201.38,192.168.0.23,TLSv1.2,1,1
1559706210.816952,54.221.201.38,192.168.0.23,377,3,0,0,1,8,0,0,0,1,1,0,0,0,119,7,443,54630,443,54630,0,0,54.221.201.38,192.168.0.23,TLSv1.2,1,1
1559706210.817336,54.221.201.38,192.168.0.23,1500,3,0,0,1,8,0,0,0,0,1,0,0,0,119,7,443,54630,443,54630,0,0,54.221.201.38,192.168.0.23,TCP,1,1
1559706210.819792,192.168.0.23,54.221.201.38,52,3,0,0,1,8,0,0,0,0,1,0,0,0,707,13,54630,443,54630,443,0,0,192.168.0.23,54.221.201.38,TCP,2,2
1559706210.821552,192.168.0.23,54.221.201.38,52,3,0,0,1,8,0,0,0,0,1,0,0,0,775,13,54630,443,54630,443,0,0,192.168.0.23,54.221.201.38,TCP,2,2
1559706210.821771,192.168.0.23,54.221.201.38,52,3,0,0,1,8,0,0,0,0,1,0,0,0,798,13,54630,443,54630,443,0,0,192.168.0.23,54.221.201.38,TCP,2,2
1559706210.852984,192.168.0.23,54.221.201.38,178,3,0,0,1,8,0,0,0,1,1,0,0,0,798,13,54630,443,54630,443,0,0,192.168.0.23,54.221.201.38,TLSv1.2,2,2
1559706211.052724,54.221.201.38,192.168.0.23,103,3,0,0,1,8,0,0,0,1,1,0,0,0,119,7,443,54630,443,54630,0,0,54.221.201.38,192.168.0.23,TLSv1.2,1,1
1559706211.06111,192.168.0.23,54.221.201.38,1281,3,0,0,1,8,0,0,0,1,1,0,0,0,798,13,54630,443,54630,443,0,0,192.168.0.23,54.221.201.38,TLSv1.2,2,2
1559706211.262129,54.221.201.38,192.168.0.23,180,3,0,0,1,8,0,0,0,1,1,0,0,0,128,7,443,54630,443,54630,0,0,54.221.201.38,192.168.0.23,TLSv1.2,1,1
1559706211.306486,192.168.0.23,54.221.201.38,52,3,0,0,1,8,0,0,0,0,1,0,0,0,821,13,54630,443,54630,443,0,0,192.168.0.23,54.221.201.38,TCP,2,2
1559706212.487131,192.168.0.1,224.0.0.1,32,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,192.168.0.1,224.0.0.1,IGMPv2,2,1
1559706212.509801,192.168.0.13,239.255.255.250,32,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,192.168.0.13,239.255.255.250,IGMPv2,2,1
1559706212.582772,192.168.0.1,224.0.0.1,32,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,192.168.0.1,224.0.0.1,IGMPv2,2,1
1559706212.583212,192.168.0.1,224.0.0.1,32,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,192.168.0.1,224.0.0.1,IGMPv2,2,1
1559706212.585129,192.168.0.1,224.0.0.1,32,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,192.168.0.1,224.0.0.1,IGMPv2,2,1
1559706212.590761,192.168.0.13,224.0.0.251,32,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,192.168.0.13,224.0.0.251,IGMPv2,3,1
1559706212.627959,192.168.0.23,224.0.0.251,32,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,192.168.0.23,224.0.0.251,IGMPv2,3,3
1559706212.639014,192.168.0.23,224.0.1.187,32,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,192.168.0.23,224.0.1.187,IGMPv2,4,3
1559706213.511301,192.168.0.13,13.250.162.207,42,3,0,0,1,5,0,0,0,1,1,0,0,0,5287,13,49823,8820,49823,8820,0,0,192.168.0.13,13.250.162.207,TCP,4,2
1559706213.605538,13.250.162.207,192.168.0.13,42,3,0,0,1,5,0,0,0,1,1,0,0,0,217,12,8820,49823,8820,49823,0,0,13.250.162.207,192.168.0.13,TCP,1,1
1559706213.606664,192.168.0.13,13.250.162.207,40,3,0,0,1,5,0,0,0,0,1,0,0,0,5287,13,49823,8820,49823,8820,0,0,192.168.0.13,13.250.162.207,TCP,4,2
1559706215.34807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,EFMNetwo_d7:1c:56,SamsungE_d6:5d:9c,ARP,1,2
1559706215.351047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SamsungE_d6:5d:9c,EFMNetwo_d7:1c:56,ARP,1,2
1559706215.859343,172.217.25.238,192.168.0.14,67,3,0,0,1,0,0,0,0,0,0,0,0,0,0,7,443,64931,0,0,443,64931,172.217.25.238,192.168.0.14,UDP,1,1
1559706215.85943,172.217.25.238,192.168.0.14,46,3,0,0,1,0,0,0,0,0,0,0,0,0,0,7,443,64931,0,0,443,64931,172.217.25.238,192.168.0.14,UDP,1,1
1559706215.861318,192.168.0.23,163.152.1.1,70,3,0,0,1,0,0,0,0,0,0,0,0,0,0,12,5019,53,0,0,5019,53,192.168.0.23,163.152.1.1,DNS,4,3
1559706215.862903,163.152.1.1,192.168.0.23,378,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,5019,0,0,53,5019,163.152.1.1,192.168.0.23,DNS,1,2
1559706215.871727,192.168.0.23,172.217.24.136,60,3,0,0,1,10,0,1,0,0,0,0,0,0,65535,13,56718,443,56718,443,0,0,192.168.0.23,172.217.24.136,TCP,5,3
1559706215.9092,172.217.24.136,192.168.0.23,60,2,0,0,0,10,0,1,0,0,1,0,0,0,60192,7,443,56718,443,56718,0,0,172.217.24.136,192.168.0.23,TCP,1,1
1559706215.915772,192.168.0.23,172.217.24.136,52,3,0,0,1,8,0,0,0,0,1,0,0,0,685,13,56718,443,56718,443,0,0,192.168.0.23,172.217.24.136,TCP,5,3
1559706215.918164,192.168.0.23,172.217.24.136,569,3,0,0,1,8,0,0,0,1,1,0,0,0,685,13,56718,443,56718,443,0,0,192.168.0.23,172.217.24.136,TLSv1,5,3
1559706215.954702,172.217.24.136,192.168.0.23,52,2,0,0,0,8,0,0,0,0,1,0,0,0,240,7,443,56718,443,56718,0,0,172.217.24.136,192.168.0.23,TCP,1,1
1559706215.96082,172.217.24.136,192.168.0.23,214,2,0,0,0,8,0,0,0,1,1,0,0,0,240,7,443,56718,443,56718,0,0,172.217.24.136,192.168.0.23,TLSv1.2,1,1
1559706215.963431,192.168.0.23,172.217.24.136,52,3,0,0,1,8,0,0,0,0,1,0,0,0,693,13,56718,443,56718,443,0,0,192.168.0.23,172.217.24.136,TCP,5,3
1559706215.963624,192.168.0.23,172.217.24.136,103,3,0,0,1,8,0,0,0,1,1,0,0,0,693,13,56718,443,56718,443,0,0,192.168.0.23,172.217.24.136,TLSv1.2,5,3
1559706216.039008,172.217.24.136,192.168.0.23,52,2,0,0,0,8,0,0,0,0,1,0,0,0,240,7,443,56718,443,56718,0,0,172.217.24.136,192.168.0.23,TCP,1,1
1559706216.041646,192.168.0.23,172.217.24.136,636,3,0,0,1,8,0,0,0,1,1,0,0,0,693,13,56718,443,56718,443,0,0,192.168.0.23,172.217.24.136,TLSv1.2,5,3
1559706216.077322,172.217.24.136,192.168.0.23,52,2,0,0,0,8,0,0,0,0,1,0,0,0,244,7,443,56718,443,56718,0,0,172.217.24.136,192.168.0.23,TCP,1,1
1559706216.11395,172.217.24.136,192.168.0.23,473,2,0,0,0,8,0,0,0,1,1,0,0,0,244,7,443,56718,443,56718,0,0,172.217.24.136,192.168.0.23,TLSv1.2,1,1
1559706216.162418,192.168.0.23,172.217.24.136,52,3,0,0,1,8,0,0,0,0,1,0,0,0,702,13,56718,443,56718,443,0,0,192.168.0.23,172.217.24.136,TCP,5,3
1559706216.671603,172.217.25.238,192.168.0.14,48,3,0,0,1,0,0,0,0,0,0,0,0,0,0,7,443,64931,0,0,443,64931,172.217.25.238,192.168.0.14,UDP,1,1
1559706217.190572,172.217.25.238,192.168.0.14,216,3,0,0,1,0,0,0,0,0,0,0,0,0,0,7,443,64931,0,0,443,64931,172.217.25.238,192.168.0.14,UDP,1,1
1559706217.190661,172.217.25.238,192.168.0.14,65,3,0,0,1,0,0,0,0,0,0,0,0,0,0,7,443,64931,0,0,443,64931,172.217.25.238,192.168.0.14,UDP,1,1
1559706218.435119,192.168.0.23,163.152.1.1,60,3,0,0,1,0,0,0,0,0,0,0,0,0,0,12,48407,53,0,0,48407,53,192.168.0.23,163.152.1.1,DNS,5,3
1559706218.436554,163.152.1.1,192.168.0.23,324,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,48407,0,0,53,48407,163.152.1.1,192.168.0.23,DNS,1,3
1559706218.443797,192.168.0.23,163.152.11.6,60,3,0,0,1,0,0,0,0,0,0,0,0,0,0,12,41475,53,0,0,41475,53,192.168.0.23,163.152.11.6,DNS,6,3
1559706218.445564,163.152.11.6,192.168.0.23,324,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,41475,0,0,53,41475,163.152.11.6,192.168.0.23,DNS,1,1
1559706218.533298,192.168.0.13,192.168.0.1,84,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,192.168.0.13,192.168.0.1,ICMP,4,2
1559706218.534671,192.168.0.1,192.168.0.13,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,192.168.0.1,192.168.0.13,ICMP,2,1
1559706218.588742,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,fe80::4f82:dccb:9250:f2d2,ff02::2,ICMPv6,1,2
1559706218.589655,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,fe80::4f82:dccb:9250:f2d2,ff02::2,ICMPv6,1,2
1559706218.6242,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,fe80::4f82:dccb:9250:f2d2,ff02::2,ICMPv6,1,2
1559706218.727159,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,fe80::4f82:dccb:9250:f2d2,ff02::2,ICMPv6,1,2
1559706219.801307,192.168.0.23,224.0.0.251,105,3,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.23,224.0.0.251,MDNS,6,4
1559706219.801958,192.168.0.23,224.0.0.251,105,3,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.23,224.0.0.251,MDNS,6,4
1559706219.853011,192.168.0.23,224.0.0.251,105,3,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.23,224.0.0.251,MDNS,6,4
1559706219.955721,192.168.0.23,224.0.0.251,105,3,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.23,224.0.0.251,MDNS,6,4
1559706222.350857,74.125.203.189,192.168.0.14,48,3,0,0,1,0,0,0,0,0,0,0,0,0,0,7,443,64549,0,0,443,64549,74.125.203.189,192.168.0.14,UDP,1,1
1559706224.931957,192.168.0.13,13.228.233.32,88,3,0,0,1,0,0,0,0,0,0,0,0,0,0,12,33166,6000,0,0,33166,6000,192.168.0.13,13.228.233.32,UDP,5,3
1559706225.022872,13.228.233.32,192.168.0.13,72,3,0,0,1,0,0,0,0,0,0,0,0,0,0,12,6000,33166,0,0,6000,33166,13.228.233.32,192.168.0.13,UDP,1,1
1559706226.018118,192.168.0.23,224.0.0.251,277,3,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.23,224.0.0.251,MDNS,6,4
1559706226.018873,192.168.0.23,224.0.0.251,277,3,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.23,224.0.0.251,MDNS,6,4
1559706226.018996,0,0,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,fe80::4f82:dccb:9250:f2d2,ff02::fb,MDNS,1,2
1559706226.099432,192.168.0.23,224.0.0.251,277,3,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.23,224.0.0.251,MDNS,6,4
1559706226.099521,0,0,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,fe80::4f82:dccb:9250:f2d2,ff02::fb,MDNS,1,2
1559706226.101377,192.168.0.23,224.0.0.251,277,3,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.23,224.0.0.251,MDNS,6,4
1559706226.101459,0,0,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,fe80::4f82:dccb:9250:f2d2,ff02::fb,MDNS,1,2
1559706226.101754,192.168.0.23,224.0.0.251,277,3,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.23,224.0.0.251,MDNS,6,4
1559706226.101835,0,0,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,fe80::4f82:dccb:9250:f2d2,ff02::fb,MDNS,1,2
1559706226.102644,192.168.0.23,224.0.0.251,277,3,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.23,224.0.0.251,MDNS,6,4
1559706226.102762,0,0,257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,fe80::4f82:dccb:9250:f2d2,ff02::fb,MDNS,1,2
1559706226.103134,192.168.0.23,224.0.0.251,277,3,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5353,5353,0,0,5353,5353,192.168.0.23,224.0.0.251,MDNS,6,4
1559706226.917862,192.168.0.24,163.152.1.1,61,3,0,0,1,0,0,0,0,0,0,0,0,0,0,13,50220,53,0,0,50220,53,192.168.0.24,163.152.1.1,DNS,1,1
1559706226.926544,163.152.1.1,192.168.0.24,230,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,50220,0,0,53,50220,163.152.1.1,192.168.0.24,DNS,2,4
1559706226.93021,192.168.0.24,223.39.118.149,60,3,0,0,1,10,0,1,0,0,0,0,0,0,14600,13,49497,443,49497,443,0,0,192.168.0.24,223.39.118.149,TCP,2,2
1559706226.936782,223.39.118.149,192.168.0.24,60,3,0,0,1,10,0,1,0,0,1,0,0,0,14480,7,443,49497,443,49497,0,0,223.39.118.149,192.168.0.24,TCP,1,1
1559706226.939343,192.168.0.24,223.39.118.149,52,3,0,0,1,8,0,0,0,0,1,0,0,0,229,13,49497,443,49497,443,0,0,192.168.0.24,223.39.118.149,TCP,2,2
1559706226.98267,192.168.0.24,223.39.118.149,504,3,0,0,1,8,0,0,0,1,1,0,0,0,229,13,49497,443,49497,443,0,0,192.168.0.24,223.39.118.149,TLSv1,2,2
1559706226.98927,223.39.118.149,192.168.0.24,52,3,0,0,1,8,0,0,0,0,1,0,0,0,31,7,443,49497,443,49497,0,0,223.39.118.149,192.168.0.24,TCP,1,1
1559706226.989994,223.39.118.149,192.168.0.24,1500,3,0,0,1,8,0,0,0,0,1,0,0,0,31,7,443,49497,443,49497,0,0,223.39.118.149,192.168.0.24,TLSv1,1,1
1559706226.990076,223.39.118.149,192.168.0.24,1500,3,0,0,1,8,0,0,0,0,1,0,0,0,31,7,443,49497,443,49497,0,0,223.39.118.149,192.168.0.24,TCP,1,1
1559706226.99021,223.39.118.149,192.168.0.24,1252,3,0,0,1,8,0,0,0,1,1,0,0,0,31,7,443,49497,443,49497,0,0,223.39.118.149,192.168.0.24,TCP,1,1
1559706226.991353,192.168.0.24,223.39.118.149,52,3,0,0,1,8,0,0,0,0,1,0,0,0,274,13,49497,443,49497,443,0,0,192.168.0.24,223.39.118.149,TCP,2,2
1559706226.994158,223.39.118.149,192.168.0.24,1500,3,0,0,1,8,0,0,0,0,1,0,0,0,31,7,443,49497,443,49497,0,0,223.39.118.149,192.168.0.24,TCP,1,1
1559706226.994243,223.39.118.149,192.168.0.24,931,3,0,0,1,8,0,0,0,1,1,0,0,0,31,7,443,49497,443,49497,0,0,223.39.118.149,192.168.0.24,TLSv1,1,1
1559706226.994604,192.168.0.24,223.39.118.149,52,3,0,0,1,8,0,0,0,0,1,0,0,0,319,13,49497,443,49497,443,0,0,192.168.0.24,223.39.118.149,TCP,2,2
1559706226.994943,192.168.0.24,223.39.118.149,52,3,0,0,1,8,0,0,0,0,1,0,0,0,364,13,49497,443,49497,443,0,0,192.168.0.24,223.39.118.149,TCP,2,2
1559706226.996398,192.168.0.24,223.39.118.149,52,3,0,0,1,8,0,0,0,0,1,0,0,0,410,13,49497,443,49497,443,0,0,192.168.0.24,223.39.118.149,TCP,2,2
1559706226.996475,192.168.0.24,223.39.118.149,52,3,0,0,1,8,0,0,0,0,1,0,0,0,455,13,49497,443,49497,443,0,0,192.168.0.24,223.39.118.149,TCP,2,2
1559706226.996878,192.168.0.24,223.39.118.149,52,3,0,0,1,8,0,0,0,0,1,0,0,0,410,13,49497,443,49497,443,0,0,192.168.0.24,223.39.118.149,TCP,2,2
1559706226.997081,192.168.0.24,223.39.118.149,52,3,0,0,1,8,0,0,0,0,1,0,0,0,455,13,49497,443,49497,443,0,0,192.168.0.24,223.39.118.149,TCP,2,2
1559706226.997815,192.168.0.24,223.39.118.149,52,3,0,0,1,8,0,0,0,0,1,0,0,0,410,13,49497,443,49497,443,0,0,192.168.0.24,223.39.118.149,TCP,2,2
1559706226.998037,192.168.0.24,223.39.118.149,52,3,0,0,1,8,0,0,0,0,1,0,0,0,455,13,49497,443,49497,443,0,0,192.168.0.24,223.39.118.149,TCP,2,2
1559706227.071768,192.168.0.24,8.8.8.8,61,3,0,0,1,0,0,0,0,0,0,0,0,0,0,13,60917,53,0,0,60917,53,192.168.0.24,8.8.8.8,DNS,3,2
1559706227.098299,192.168.0.24,168.126.63.1,61,3,0,0,1,0,0,0,0,0,0,0,0,0,0,12,45900,53,0,0,45900,53,192.168.0.24,168.126.63.1,DNS,4,2
1559706227.104374,168.126.63.1,192.168.0.24,230,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,45900,0,0,53,45900,168.126.63.1,192.168.0.24,DNS,1,1
1559706227.108322,8.8.8.8,192.168.0.24,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,60917,0,0,53,60917,8.8.8.8,192.168.0.24,DNS,1,1
1559706227.112484,192.168.0.24,223.39.118.176,60,3,0,0,1,10,0,1,0,0,0,0,0,0,14600,12,44633,443,44633,443,0,0,192.168.0.24,223.39.118.176,TCP,5,2
1559706227.119573,223.39.118.176,192.168.0.24,44,3,0,0,1,6,0,1,0,0,1,0,0,0,8190,7,443,44633,443,44633,0,0,223.39.118.176,192.168.0.24,TCP,1,1
1559706227.12569,192.168.0.24,223.39.118.176,40,3,0,0,1,5,0,0,0,0,1,0,0,0,14600,12,44633,443,44633,443,0,0,192.168.0.24,223.39.118.176,TCP,5,2
1559706227.137639,192.168.0.24,223.39.118.176,194,3,0,0,1,5,0,0,0,1,1,0,0,0,14600,12,44633,443,44633,443,0,0,192.168.0.24,223.39.118.176,TLSv1,5,2
